doc_id,doc_type,split,author_id,lang,genre,primary_genre,source,token_length,content,content_len_chars,x,y
mix_001968,candidate,train,5f1b51750629773db1738ffc8289102f2a730069c9a3279ddd47489538f0a145,ar,news,news,babel_briefings,81,أمرت جهات التحقيق المختصة، بتشريح جثتي خفير ونجل شقيقه، عثر عليهما مقتولين داخل قطعة أرض فضاء بدائرة قسم ...,108,-7.4702954,32.179768
mix_000752,candidate,train,abfa1c4fc9abba8e3fec293e46203ea3aaeb006fec865aa022affa968192972b,ar,poetry,poetry,arabic_poetry,109,تَ عَلى مُحَيّاها النَضارَه سَمِعَت بِرِحلَةِ عاشِقٍ صَبٍّ فَقامَت مُستَطارَه تُذرى الدُموعَ غَزيرَةً سَقياً لِوَجهِكِ خَيرَ جارَه,130,-26.637602,31.447058
mix_000544,query,train,76d0d09477c4336a63e66d8ab847609ec029e2422fb8b81db9f02ed90c4131c5,ar,poetry,poetry,arabic_poetry,111,كِتابُ فَتىً أَخى كَلَفٍ طَروبِ إِلى خَودٍ مُنَعَّمَةِ لَعوبِ صَبَوتُ إِلَيكِ مِن حُزنٍ وَشَوقٍ وَقَد يَصبو المُحِبُّ إِلى الحَبيبِ,131,-29.191359,30.591002
mix_002719,query,train,b97820edef7656fb3891e93bd36038a25b3aa0a50d2fc76ff66c4699c3494546,ar,news,news,babel_briefings,111,زار الأمير تشارلز ولي العهد البريطاني في شكل غير معهود والده الأمير فيليب الذي يبلغ من العمر 99 عاما الذي أدخل مستشفى الملك إدوارد السابع في لندن ظهر الثلاثاء احترازيا.,168,-7.234952,36.926445
mix_001548,candidate,train,2fe2812954f95ab2f8495a7302994d8708beb03505b88b8aad0bc7f1f7eb81f1,ar,news,news,babel_briefings,151,شق غلوفر تيكسيرا طريقه للعودة إلى اللقب بعد فوزه بخمس مرات متتالية في وزن خفيف الثقيل، بما في ذلك أربع منها باعتباره الأقل حظا للفوز في منافسات الفنون القتالية UFC 267 . وسيكون المرشح الأقل حظا للفوز مرة أخرى الليلة.,216,-5.610941,37.45659
mix_002299,query,train,862fc22407507202799f33521c148c161b49874bcc928586516cc26a5be54ea5,ar,news,news,babel_briefings,180,يحتفل جميع محبي السينما والفن في الوطن العربي، الأربعاء، بذكرى ميلاد الفنان المصري الراحل أحمد زكي، كما وضع محرك البحث الشهير &quot;غوغل&quot; اليوم تصميمًا يضم النجم الشهير ورموزًا معبرة عن أشهر أعماله كـ&quot;النمر الأسود&quot;، و&quot;اضحك الصورة تطلع حلوة…,260,-10.815669,19.73259
mix_001222,query,train,0b95f54ad30d9565b7ea0067703d7fa6b6896b3ac00da3006c0f3f657fbc4a6f,ar,news,news,babel_briefings,170,خرج الفنان المصري نضال الشافعي، من المستشفى أمس الخميس، بعد أن أكد الأطباء استقرار حالته الصحية. وقالت هند محمد على، زوجة الشافعي، في تصريحات صحفية، اليوم الجمعة، أن زوجها سوف يستمر في أخذ العلاج والمتابعة خلال الفترة الجارية من منزله. وكانت زوجة نضال ا…,254,-10.482826,46.804024
mix_002013,candidate,train,646ac65804da1f1b5d215e541e6d5bf9439da2923af12e22e67bac685096be55,ar,news,news,babel_briefings,91,العناوين الرائدة من Fox Business Flash موجودة هنا بالفعل. تحقق من ما يتم النقر فوقه على FoxBusiness.com. شركة مايكروسوفت.. تجري محادثات متقدمة للاستحواذ,152,-11.10631,38.664646
mix_001140,query,train,04145575eb0c087a5dbcef900d6b4a78871d367c666878510b349ea6520cca80,ar,news,news,babel_briefings,51,حركة تنقلات وزارة الداخلية.. خروج ضباط الشرطة على المعاش ممن أوفوا العطاء,73,-3.6609886,41.44492
mix_003259,query,train,fd223f9d0ddff07f34cd9e51a593f55bcb6f2a2255dc377f3137e0387bf7d4b7,ar,news,news,babel_briefings,63,تنشر النجمات والفاشينيستا صورهن بأجمل الاطلالات والاكسسوارات التي تكشف عن أخر صيحات الموضة.,91,1.2925309,43.463932
mix_001390,query,train,1ea4066748aa658e5a0551009f9cc608b9013ee75feb0deee3030b1b7580cb90,ar,news,news,babel_briefings,117,قام فريق من علماء الفلك بالمركز الدولي لبحوث الفلك الراديوي برصد ظاهرة كونية تشبه قناديل البحر في الفضاء، بواسطة تلسكوب مورشيسون، في مجموعة المجرات المعروفة باسم أبيل 2877.,172,-6.1656537,45.6922
mix_001230,candidate,train,0c3a6be4e4a5514bb8d54223d2232ce2513bc69a317b958e2b8b14f2de8234e0,ar,news,news,babel_briefings,62,"تعرض اليوم، الحلقة 12 من برنامج ""رامز عقله طار""، الذى يقدمه الفنان رامز جلال على شاشة mbc.",90,-14.433582,44.75153
mix_001450,candidate,train,2521688c2687ff7161ab9013331da05ad9f05bf814d89154186152f4e4629394,ar,news,news,babel_briefings,134,ارتفعت أسعار النفط أمس في أعقاب يوم من التقلبات الشديدة أثارها شبح تحرك منسق من اقتصادات العالم الكبرى للسحب من مخزوناتها الاستراتيجية من الخام. وذكرت رويترز أن العقود الآجلة لخام برنت ارتفعت 28 سنتا,199,-3.198007,32.533813
mix_000157,query,train,2422cb072ba78eceb72bfd01d35bb6d1fe517d58f7716673416209562ba9ff5c,ar,poetry,poetry,arabic_poetry,85,الأحول الأثعل المشؤوم طائره أبو حذيفة شر الناس في الدين أما شمرت أباً رباك من صغرٍ حتى شببت شباباً غير محجون,108,-7.671207,36.045414
mix_004158,candidate,train,2f4d654eb87ddcac4f3c2cb5e9eb32a056e3e6157dff072adf0c7e19b6e2f783,ar,social_media/sports,social_media,exorde,62,أرسنال ناسيونال شتوتغارت جنوى أستون فيلا ڪۆد خضم مباشر ▬باث▬اند▬بدي▬ ← A4TU,75,-61.50399,15.796801
mix_006060,candidate,train,9db2fd63384137d64364b2d28c4a366d74b18bc649042ce196a1f1f815185bdc,ar,social_media/people,social_media,exorde,204,"#يوم_Iلجمعه ""ربِّ لنا أفئدة مُعلّقة بك، متوكلة عليك، سائرة إليك، ففتح لنا أبواب مغفرتك ورحمتك وهدايتك، واغننا بفضلك عمَّن سواك، وانزل البركة في حياتنا، والسكينة في منازلنا، واجعل لنا نصيب من القبول والإجابة في كل دعوة رفعناها إليك"" #ساعة_الاستجابه #ساعه_استجابه",261,-15.433518,31.528158
mix_000079,candidate,train,0fea071a23ddf61712bf929606e1030fa268a299c7e076f5810086a9f4a3b337,ar,poetry,poetry,arabic_poetry,131,فَداوَيتُهُ حَتّى اَرفأَنَّ نِفارُهُ فَعُدنا كَأَنّا لَم يَكُن بَينَنا صَرمُ فأَطفَأتُ نارَ الحَربِ بَيني وَبينَهُ فَأَصبَحَ بَعدَ الحَربِ وَهوَ لَنا سِلمُ,155,-28.542818,26.111437
mix_005965,candidate,train,97bc4bbb4aff5d39a81684ce1d4eadd9af3d3afdc5117dc0d4d4e592d3457e07,ar,social_media/sports,social_media,exorde,83,بوروسيا مونشنغلادباخ برايتون وهوف ألبيون برينتفورد بلد الوليد بارما ڪۆد خضم مباشر ▬تُيموُ▬ ← acs678251,102,-61.83847,16.46869
mix_005771,query,train,8ec004488ff35db1914ad75be83dae186928f1b792abd2b99c4f3d67b66c4fbc,ar,social_media/people,social_media,exorde,264,آلَحًمًدٍ آلَلَهّـ دٍآئمًآ وٌآبًدٍآ آللَّهُــمَّ صَلِّ وَسَـــلِّمْ وَبَارِكْ على نَبِيِّنَـــا مُحمَّد ﷺ آللَّهُــمَّ صَلِّ وَسَـــلِّمْ وَبَارِكْ على نَبِيِّنَـــا مُحمَّد ﷺ آللَّهُــمَّ صَلِّ وَسَـــلِّمْ وَبَارِكْ على نَبِيِّنَـــا مُحمَّد ﷺ,245,-17.348185,39.886166
mix_005357,query,train,75d21e4ffdfd55ef3158b8b942503c8462d01cbc6546091d9c1e43bdc6a21d55,ar,social_media/investing,social_media,exorde,79,مؤشر #بورصة_مسقط يُغلق مرتفعًا بنسبة 0.34 بالمائة #سلطنة_عُمان | #مسقط عُمان ترند #هنا_عمان,91,-2.3623996,-1.5522536
mix_001087,candidate,train,f8ae152ac0ac99713b485b3072c1b610ca9de853b463ad0ad8a3339c4ea48452,ar,poetry,poetry,arabic_poetry,101,عَلَيها وَتَسقيكَ عَذباً زُلالا كَأَنَّ الذَوائِبَ في فَرعِها حِبالٌ تُوَصِّلُ فيها حِبالا وَوَجهٌ يَحارُ لَهُ الناظِرونَ,121,-27.020205,25.866297
mix_002023,candidate,train,64fe18b97acb60b6b81489b0571d5f6ba23bba2203c0f08295a43bcb2ee44bfe,ar,news,news,babel_briefings,65,أكد محمد بسيوني لاعب وسط البنك الأهلي أنه لم يقصد إيذاء طارق حامد خلال مباراة الفريقين.,87,-8.269956,45.654503
mix_001509,query,train,2b2fbb3000f59595cbf8958a2f0e5c48fdeb8a2a5ba6189464cd467fc0271089,ar,news,news,babel_briefings,47,"""الصحة"": تسجيل 5 وفيات و338 إصابة جديدة بفيروس ""كورونا"" وشفاء 320 حالة",70,7.295255,30.819878
mix_000918,candidate,train,d470e134ee578a6e30d11b739184f095214c9c7dff77a260d05484473b078536,ar,poetry,poetry,arabic_poetry,109,رَأَوني مُفرَداً فَتَناذَروني وَما صَدَعَت كُماتُهُم جِماحي وَقَد رَوَّعتُهُم قِدماً بِخَيلٍ جَوانِفَ في الأَعِنَّةِ كَالسَراحِ,127,-26.431913,29.092428
mix_000351,candidate,train,4a5cde4e449277b2ea07bd5b437d55b2c004e594bd4b9e040531cb4af9ede7a7,ar,poetry,poetry,arabic_poetry,351,عَشيَّةَ لا خَلْفي مَكَرٌّ ولا الهوى أَمامي ولا يَهْوى هوايَ غريبُ فَوَاللهِ لا أَنْساكِ ما هَبَّتِ الصَّبا وما عَقَبَتْها في الرّياحِ جَنوبُ فَوَا كَبِداً أَمْسَتْ رُفاتاً كَأَنَّما يُلَذِّعُها بالمَوْقِدات طبيبُ بِنا من جَوى الأَحْزانِ في الصّدر لَوْعةٌ تَكادُ لها نَفْسُ الشَّفيقِ تَذوبُ ولكنَّما أَبْقى حُشاشةَ مُقْوِلٍ على ما بِهِ عُودٌ هناك صليبُ وما عَجَبي مَوْتُ المُحِبِّينَ في الهوى ولكنْ بقاءُ العاشقينَ عجيبُ,420,-22.513292,32.51378
mix_000825,query,train,c04f83019b1e35c2a10d53bf46531f7337bcd5f130e413cbdc9741b06f6351cd,ar,poetry,poetry,arabic_poetry,127,وَما دَلِّ قَوما قبلنا ثَورُ حِجرِهِ وَدونَ الَّذي نَخشى أُباةٌ وَسامِرُ فَلَم أَرَ يَوماً كانَ أَسنىغَنيمَةً وَأَعجَبَ مِنهُ وَالدُهورُ عبائِرُ,144,-30.11348,28.74617
mix_001742,candidate,train,46bc93e8eb95a8daecda4da6bbdf7f058c0cce9a08a8630f09fc0a0b3a2e2391,ar,news,news,babel_briefings,100,رياضة | طالب أحمد حسام ميدو، نجم الزمالك السابق، ومقدم برنامج أوضة اللبس المذاع على قناة النهار، بضرورة الإعلان عن العقوبات الموقعة على الحكام. ......,150,-4.0035973,43.965935
mix_003916,query,train,21ce7563e4b0613e888b38dedc31d408dc82f8b80f2e9568094b23162a0fa620,ar,social_media/entertainment,social_media,exorde,57,ريال بيتيس بوافيستا تفينتي أونيون برلين ڪۆد خضم مباشر ▬رسيس▬ ← AA16,67,-62.942616,19.94804
mix_003154,query,train,f04eea45c989038a84df2ab234b18b3d1f73076e34d5b202ee68722e47b5e4a3,ar,news,news,babel_briefings,99,أهم وآخر الأخبار في السعودية اليوم الثلاثاء 25 أغسطس 2020 أخبار السعودية اليوم: بلغت الثقة الاقتصادية / الاستهلاكية في كوريا الجنوبية ذروتها في أغسطس,149,-2.575591,33.968998
mix_005058,candidate,train,64d633da9960f8c0d837a65c0a3fdc2edf406b20dc443a0fae406cebdb4db95a,ar,social_media/sports,social_media,exorde,55,إمبولي كريستال بالاس سبورتينغ براغا شالكه ڪۆد خضم مباشر ▬رسيس▬ ← AA16,69,-58.47015,14.6455965
mix_001778,query,train,4aea0bd2ca09a3a5b2610a41c2e2ba0d66e2b66517fc9301048720fd93bba79c,ar,news,news,babel_briefings,113,تمر ألمانيا بلحظة مفصلية من تاريخها الكروي عندما تواجه اليوم منتخب البرتغال حامل اللقب ضمن الجولة الثانية من مباريات المجموعة السادسة لبطولة كأس أمم أوروبا «يورو 2020».,168,-3.424154,34.052
mix_003093,candidate,train,e839adf95d7662b123f1b7cdefc3b446925b9b2afbbcec93666f9f0442750474,ar,news,news,babel_briefings,175,"المستقلة/ منى شعلان/ تداول مستخدمو مواقع التواصل الاجتماعي صورة للقاء تليفزيوني، تم تصويره داخل غرفة النوم ""على السرير""، حيث ظهرت المذيعة وضيفتها أسفل البطانية ، مما أثار العديد من التساؤلات حول سر هذا اللقاء الغير مألوف.وأثارت الصورة المتداولة للقاء",250,-3.1063159,40.364494
mix_001552,query,train,2ff6d2e95df02b13a2d18e700b1871f2baa49aeb47d12145035ffdefc2ba09b2,ar,news,news,babel_briefings,102,"بعد أشهر قليلة من الكشف عن جهاز Tab P11 Pro اللوحي الذي يعمل بنظام Android، أعلنت شركة ""لينوفو"" الصينية الآن عن إصدار جديد بسعر معقول يطلق عليه اسم Tab P11.",156,-3.4819317,28.101742
mix_000093,query,train,14b506b9708023f169fbdc0eb7030433967f24e247921cb58515708ef1da874b,ar,poetry,poetry,arabic_poetry,73,فلا خير في الفتيان بعد ابن عبدل ولا في الزواني بعد أم رياح فأ بحمد الله ماض مجرب وأم رياح عرضه لنكاح,100,-15.806001,33.7607
mix_003623,candidate,train,11de383e021c206a16e178802df6f2b35d53487b28bc93af6804cbf1ee41b6ff,ar,social_media/technology,social_media,exorde,136,يمكن إنك ما ضغط على رابط التغريدة أو ما حطيت الكود لكن ما لك إلا إللي يرضيك وزع كودك على كل إللي تعرفهم و يسجلون بكودك و لهم ٢٠ ريال وإنت بعد لك ٥ ريال لكل شخص يسجل عن طريق كودك,177,-10.084755,42.618286
mix_007270,candidate,train,e749f799d1ff84805cebb3f4265b8e1950efa7ed2037498288005d28a33d23dd,ar,social_media/finance,social_media,exorde,113,المكائد تشوّش على مناقشات تعديل قانون #النقد والتسليف لم تتمكّن التعديلات من المسّ بجوهر الصلاحيّات الممنوحة لحاكم مصرف لبنان #لبنان #أخبار_اليوم #Lebanon #akhbaralyawm,168,-5.0274496,39.89499
mix_000295,candidate,train,3cf04cd867759a079626710bd6050ef035eab433eeb81a3195399386f5252af7,ar,poetry,poetry,arabic_poetry,74,العلم للرحمن جل جلاله وسواه في جهلاته يتغمغم ما للتراب وللعلوم وإنما يسعى ليعلم أنه لا يعلم,91,-15.204285,32.49158
mix_000902,query,train,d1b8b59368af6fd7dc4c547a8c5cbb24554312a87af2642f9961f0845dc7a0fa,ar,poetry,poetry,arabic_poetry,94,لا بِدْعَ أن شاعَ في البَرايَا تهتُّكِي في الرَّشَا الرَّبيبِ عِشْقِي عجيبٌ فكيف يخْفَى وحُسْنُه أعْجَبُ العجيبِ,112,-17.398855,30.451368
mix_007366,candidate,train,ed43aba3cbe11e61af388cbbe7aa73ca834eac2cc51dec277767983f3785e154,ar,social_media/cryptocurrency,social_media,exorde,82,انا كنت مقترض ٨دولار بضمان BNB حاليا هي سعرها طالع وأصبح لي ١٤ دولار علشان افتك من القرض لازم اودع من جديد واسدد,112,-11.840232,30.917507
mix_006813,candidate,train,cd3bea8cee1fa3d68d209d4e23593c0605277b3142a6f54b92a12d72ea8a8ab1,ar,social_media/entertainment,social_media,exorde,46,سيلتا فيغو هيرنفين ريال سوسيداد فولهام لانس ▬إيهٮرب▬ ← CNU3074,62,-6.860352,13.567596
mix_004203,candidate,train,315dd434e242c202a970d4f35860337a51e69b13e802b08576d34c2e15dc270e,ar,social_media/environment,social_media,exorde,64,هيرنفين هيرتا برلين سيلتا فيغو ريال بيتيس ▬نمشؾ▬ ◗TMM127◖ ▬ٺون▬ ◗SAAS◖,70,-6.869073,13.5564
mix_000189,candidate,train,29e9eac2d0138e16b6368f5dcaec4a94e7839270b089ec9f6962f23b0328fe84,ar,poetry,poetry,arabic_poetry,106,وأُشرِفُ بالأرضِ اليَفاعِ لعلَّني أرى نارَ ليلى أوْ يَراني بَصيرُها فنادَيتُ ليلى والحُمولُ كأنّها مَواقيرُ نخلٍ زَغْزَعَتْها دَبورها,133,-19.971457,32.827034
mix_004561,candidate,train,456a3f6a459bbe823e43cddee6c3f113889072cd679e745c3af262d1d74ab832,ar,social_media/sports,social_media,exorde,69,سبورتينغ براغا فارينسي باريس سان جيرمان فياريال ڪۆد خضم مباشر ▬باث▬اند▬بوٕدي▬ ← A4TU,84,-57.737526,14.646548
mix_001080,candidate,test,f78ff48118336b1285e553f75c7d38b6d7a7b7bfcf11a563a9b3f85335e20a00,ar,poetry,poetry,arabic_poetry,132,نَهابٌ تَداعى وَسطَهُ الخَيلُ مُنهَبُ وَحَيَّ أَبي بَكرٍ تَدارَكنَ بَعدَما أَذاعَت بِسِربِ الحَيِّ عَنقاءُ مُغرِبُ رَدَدنَ حُصَيناً مِن عَدِيٍّ وَرَهطِهِ,153,-30.824059,29.541767
mix_002287,query,train,852b24a0177f0ed13859fda6cfa9ed088fa1001f100dec8ee71913c3e60a861c,ar,news,news,babel_briefings,46,تمديد العمل لـ24 ساعة في 3 مراكز صحية بالرياض لأخذ لقاح كورونا,62,4.6948004,30.63611
mix_002114,candidate,train,711902ff5a26c7d17ba7b51d68560dfd23e4106dc4ed4df5414b5832effe22d1,ar,news,news,babel_briefings,149,الحصيلة الجديدة؛ تشمل 31 حالة تم تسجيلها بجهة طنجة تطوان الحسيمة؛ خلال هذه الفترة؛ 23 منها بعمالة طنجة أصيلة، و 5 حالات بإقليم تطوان، وحالة واحدة بكل من إقليمي العرائش وشفشاون وعمالة المضيق الفنيدق.,198,-7.130948,29.854883
mix_000570,query,train,7ff6432d3707ee17ba66d0dd0c7f724d8ec90decfe8e4a7e3199f0b44e3ddc14,ar,poetry,poetry,arabic_poetry,120,وَنَظَّمتَ حبّاتِ القُلوبِ مَحَبَّةً عَلَيكَ وقَد كانَت مباينةَ النَثرِ لأمرٍ أدَمتَ الحَصرَ في حرْبِ جَرْبةٍ وما حَرْبُها إلا مُداوَمَةُ الحصرِ,144,-25.491531,30.27372
mix_002847,query,train,c9d165c434e47f7803bff6e177f002e23c99dd0c4f18e2aacf1b8a81bb774865,ar,news,news,babel_briefings,174,<p><p>بدأ نادي بايرن ميونيخ الألماني رحلة البحث عن مدرب جديد تحسبا لامكانية رحيل هانزي فليك عن تدريب البافاري عقب نهاية الموسم الحالي.<br /> قليك ودع كأس ألمانيا بشكل مبكر في الموسم الحالي كما سقط في ربع نهائي دوري الأبطال الأوروبي من خلال الخسارة 3-2 في ميو…,259,-7.122138,46.47755
mix_005138,query,train,695fd86ad2bf9b7b5877eedbe91e00955bb5b1d5b179fdad243446736ae3b819,ar,social_media/science,social_media,exorde,134,◇07.4◇ استكمال عرض بيانات الاسماء والمواريث وارقام العينات / مشروع فاملي تري ■ Hashem & Y-DNA cousins (FGC8712 & L862 Geography) يوجد بالمشروع 339 عينة موجبة L859 باقي/ صور المشجر الزمني للعينات المطورة في المشروع >يتبع>,220,-5.436842,33.347134
mix_000923,query,dev,d62dafb464a4b839fdece039bfa56872e9ba09748206750d71e234ba0a638a41,ar,poetry,poetry,arabic_poetry,73,مَجرة كَالماء إِذا تَرَقرَقا شَقَت بِها الظَلماء بَردا أَزرَقا لِباس ثَكلى وَشبها المشققا,89,-26.97104,33.07185
mix_000408,query,train,58131beb6219d3a6c5218057e978fb43686a8d026f96762e550d470fde3a7bcd,ar,poetry,poetry,arabic_poetry,204,لَئِن كُنتَ لا تولي يَداً دونَ إِمرَةٍ فَلَستَ بِمولٍ نائِلاً آخِرَ الدَهرِ فَأَيُّ إِناءٍ لَم يَفِض عِندَ مَلئِهِ وَأَيُّ بَخيلٍ لَم يُنِل ساعَةَ الوَفرِ وَلَيسَ الفَتى المُعطى عَلى اليُسرِ وَحدَهُ وَلَكِنَّهُ المُعطي عَلى العُسرِ وَاليُسرِ,241,-31.007988,31.493414
mix_003593,query,train,10c4fe28436fb6685c84b6c1c3c4488c761dc196178d8e4cadf5d23d58e75b9f,ar,social_media/sports,social_media,exorde,55,نيس سانتا كلارا ليغانيس مونزا سانت إتيان ڪۆد خضم مباشر ▬نسىم▬ ← N14,67,-56.59123,14.693322
mix_002235,candidate,train,7edac10dd8e781ffa3a28d42ae3e06e7466741f50a9b05257a4be0beacc40868,ar,news,news,babel_briefings,82,تراجع سعر الدولار مقابل الليرة اللبنانية، اليوم السبت 3 أبريل 2021، بنحو 50 ليرة في تعاملات السوق الموازية غير الرسمية (السوداء).,129,-2.3560724,34.19418
